79464989,0.003,0.0015,0.0015
1548412287,0.003,0.0015,0.0015
17873294,0.003,0.0015,0.0015
985503555,0.003,0.0015,0.0015
9687807,0.003,0.0015,0.0015
1344620083,0.003,0.0015,0.0015
326761810,0.003,0.0015,0.0015
958244431,0.003,0.0015,0.0015
78071230,0.003,0.0015,0.0015
1637967103,0.003,0.0015,0.0015
10380392,0.003,0.0015,0.0015
116544021,0.003,0.0015,0.0015
1134973694,0.003,0.0015,0.0015
1551046280,0.003,0.0015,0.0015
1506474937,0.003,0.0015,0.0015
430926665,0.003,0.0015,0.0015
1550660749,0.003,0.0015,0.0015
1486452363,0.003,0.0015,0.0015
1062484609,0.003,0.0015,0.0015
1502681098,0.003,0.0015,0.0015
15018328,0.003,0.0015,0.0015
180943227,0.003,0.0015,0.0015
206913247,0.003,0.0015,0.0015
918397202,0.003,0.0015,0.0015
317271881,0.003,0.0015,0.0015
1357782190,0.003,0.0015,0.0015
110007424,0.003,0.0015,0.0015
1274456011,0.003,0.0015,0.0015
1037875736,0.003,0.0015,0.0015
158132822,0.003,0.0015,0.0015
440261382,0.003,0.0015,0.0015
969522196,0.003,0.0015,0.0015
1432576170,0.003,0.0015,0.0015
1007004017,0.003,0.0015,0.0015
98770299,0.003,0.0015,0.0015
1107213348,0.003,0.0015,0.0015
922847213,0.003,0.0015,0.0015
109953212,0.003,0.0015,0.0015
1361875674,0.003,0.0015,0.0015
5452110,0.003,0.0015,0.0015
1645349171,0.003,0.0015,0.0015
1541566476,0.003,0.0015,0.0015
9867274,0.003,0.0015,0.0015
2923382,0.003,0.0015,0.0015
3179201,0.003,0.0015,0.0015
3247375,0.003,0.0015,0.0015
488608863,0.003,0.0015,0.0015
1276772376,0.003,0.0015,0.0015
1048450049,0.003,0.0015,0.0015
676165926,0.003,0.0015,0.0015
126696021,0.003,0.0015,0.0015
1127937018,0.003,0.0015,0.0015
784081653,0.003,0.0015,0.0015
631924648,0.003,0.0015,0.0015
3256244,0.003,0.0015,0.0015
660719920,0.003,0.0015,0.0015
1490409127,0.003,0.0015,0.0015
1512438110,0.003,0.0015,0.0015
1619980650,0.003,0.0015,0.0015
8260,0.003,0.0015,0.0015
1484667979,0.003,0.0015,0.0015
94389674,0.003,0.0015,0.0015
586542130,0.003,0.0015,0.0015
204757742,0.003,0.0015,0.0015
1491128142,0.003,0.0015,0.0015
152287427,0.003,0.0015,0.0015
1472434060,0.003,0.0015,0.0015
122072002,0.003,0.0015,0.0015
881878515,0.003,0.0015,0.0015
1246129705,0.003,0.0015,0.0015
578994884,0.003,0.0015,0.0015
141379494,0.003,0.0015,0.0015
236920855,0.003,0.0015,0.0015
803575426,0.003,0.0015,0.0015
1556667089,0.003,0.0015,0.0015
1027891231,0.003,0.0015,0.0015
1546865719,0.003,0.0015,0.0015
67815793,0.003,0.0015,0.0015
1597211774,0.003,0.0015,0.0015
1579775786,0.003,0.0015,0.0015
1459800748,0.003,0.0015,0.0015
1440279020,0.003,0.0015,0.0015
1580666728,0.003,0.0015,0.0015
1570992089,0.003,0.0015,0.0015
1355702827,0.003,0.0015,0.0015
1065675936,0.003,0.0015,0.0015
1461285932,0.003,0.0015,0.0015
1487264425,0.003,0.0015,0.0015
1468594965,0.003,0.0015,0.0015
657278852,0.003,0.0015,0.0015
1595549661,0.003,0.0015,0.0015
154272139,0.003,0.0015,0.0015
10937571,0.003,0.0015,0.0015
10634531,0.003,0.0015,0.0015
71841086,0.003,0.0015,0.0015
19421489,0.003,0.0015,0.0015
589633566,0.003,0.0015,0.0015
153260678,0.003,0.0015,0.0015
295952256,0.003,0.0015,0.0015
13641515,0.003,0.0015,0.0015
461843596,0.003,0.0015,0.0015
127394995,0.003,0.0015,0.0015
10472292,0.003,0.0015,0.0015
104358422,0.003,0.0015,0.0015
1440170871,0.003,0.0015,0.0015
4011410,0.003,0.0015,0.0015
1002099688,0.003,0.0015,0.0015
129024865,0.003,0.0015,0.0015
813478263,0.003,0.0015,0.0015
440508488,0.003,0.0015,0.0015
824537014,0.003,0.0015,0.0015
1268010099,0.003,0.0015,0.0015
1617689824,0.003,0.0015,0.0015
1450932600,0.003,0.0015,0.0015
1071330439,0.003,0.0015,0.0015
814817470,0.003,0.0015,0.0015
1442408363,0.003,0.0015,0.0015
1556083670,0.003,0.0015,0.0015
1334717056,0.003,0.0015,0.0015
324438783,0.003,0.0015,0.0015
1344975922,0.003,0.0015,0.0015
1495427632,0.003,0.0015,0.0015
171743177,0.003,0.0015,0.0015
1486438588,0.003,0.0015,0.0015
1150086094,0.003,0.0015,0.0015
598145359,0.003,0.0015,0.0015
1483232533,0.003,0.0015,0.0015
1094081498,0.003,0.0015,0.0015
1488087559,0.003,0.0015,0.0015
614637608,0.003,0.0015,0.0015
796185639,0.003,0.0015,0.0015
1487834600,0.003,0.0015,0.0015
734981673,0.003,0.0015,0.0015
94117729,0.003,0.0015,0.0015
10226184,0.003,0.0015,0.0015
170669132,0.003,0.0015,0.0015
336338785,0.003,0.0015,0.0015
829707057,0.003,0.0015,0.0015
943792401,0.003,0.0015,0.0015
194160432,0.003,0.0015,0.0015
9604747,0.003,0.0015,0.0015
933694010,0.003,0.0015,0.0015
1266094527,0.003,0.0015,0.0015
1576162311,0.003,0.0015,0.0015
